action	1	0.00657895
action	2	0.0953947
action	3	0.0164474
actions	0	0.00660066
actions	1	0.00657895
actions	2	0.0625
actions	3	0.00657895
acts	0	0.00990099
acts	1	0.00328947
acts	2	0.0592105
acts	3	0.00657895
adam	0	0.00660066
adam	1	0.00328947
adam	2	0.0756579
adam	3	0.00328947
adams	0	0.00330033
adams	1	0.0131579
adams	2	0.00657895
adams	3	0.0723684
administration	0	0.00330033
administration	1	0.00657895
administration	2	0.0394737
administration	3	0.0197368
advance	0	0.019802
advance	1	0.105263
advance	2	0.0230263
advance	3	0.0131579
advertising	0	0.00330033
advertising	1	0.00328947
advertising	2	0.00328947
advertising	3	0.0394737
affairs	0	0.00660066
affairs	1	0.00328947
affairs	2	0.0296053
affairs	3	0.00657895
against	0	0.0726073
against	1	0.0197368
against	2	0.299342
against	3	0.0493421
agency	0	0.00330033
agency	1	0.00657895
agency	2	0.0263158
agency	3	0.0427632
agents	0	0.00660066
agents	1	0.00328947
agents	2	0.0296053
agents	3	0.00657895
agreed	0	0.00330033
agreed	1	0.00328947
agreed	2	0.0296053
agreed	3	0.0131579
aircraft	0	0.00330033
aircraft	1	0.00328947
aircraft	2	0.0131579
aircraft	3	0.0230263
algorithm	0	0.00660066
algorithm	1	0.0657895
algorithm	2	0.00328947
algorithm	3	0.0131579
algorithms	0	0.00330033
algorithms	1	0.0361842
algorithms	2	0.00328947
algorithms	3	0.00328947
alive	0	0.00660066
alive	1	0.00328947
alive	2	0.0657895
alive	3	0.0230263
allies	0	0.00330033
allies	1	0.00328947
allies	2	0.0296053
allies	3	0.00657895
allowed	0	0.0264026
allowed	1	0.00986842
allowed	2	0.0953947
allowed	3	0.0164474
alomar	0	0.049505
alomar	1	0.00328947
alomar	2	0.00328947
alomar	3	0.00328947
altitude	0	0.00330033
altitude	1	0.00328947
altitude	2	0.00328947
altitude	3	0.0559211
ames	0	0.00330033
ames	1	0.0131579
ames	2	0.00328947
ames	3	0.0427632
amiga	0	0.00330033
amiga	1	0.0394737
amiga	2	0.00328947
amiga	3	0.00657895
among	0	0.029703
among	1	0.0164474
among	2	0.108553
among	3	0.0164474
anatolia	0	0.00330033
anatolia	1	0.00328947
anatolia	2	0.0756579
anatolia	3	0.00328947
ancient	0	0.00330033
ancient	1	0.00328947
ancient	2	0.0164474
ancient	3	0.0230263
andi	0	0.00330033
andi	1	0.00328947
andi	2	0.0592105
andi	3	0.00328947
andre	0	0.019802
andre	1	0.0263158
andre	2	0.00328947
andre	3	0.00328947
angels	0	0.0363036
angels	1	0.00328947
angels	2	0.00328947
angels	3	0.00328947
animation	0	0.00330033
animation	1	0.0855263
animation	2	0.00328947
animation	3	0.00328947
ankara	0	0.00330033
ankara	1	0.00328947
ankara	2	0.0328947
ankara	3	0.00328947
annihilation	0	0.00330033
annihilation	1	0.00328947
annihilation	2	0.0230263
annihilation	3	0.0131579
anonymous	0	0.00330033
anonymous	1	0.0328947
anonymous	2	0.00328947
anonymous	3	0.0263158
antisemitic	0	0.00330033
antisemitic	1	0.00328947
antisemitic	2	0.0361842
antisemitic	3	0.00328947
apollo	0	0.00330033
apollo	1	0.00657895
apollo	2	0.00657895
apollo	3	0.0427632
apologize	0	0.00330033
apologize	1	0.00657895
apologize	2	0.0263158
apologize	3	0.00657895
application	0	0.00330033
application	1	0.0592105
application	2	0.00328947
application	3	0.0197368
appressian	0	0.00330033
appressian	1	0.00328947
appressian	2	0.121711
appressian	3	0.00328947
arab	0	0.00330033
arab	1	0.00328947
arab	2	0.217105
arab	3	0.00328947
arabs	0	0.00330033
arabs	1	0.00328947
arabs	2	0.174342
arabs	3	0.00328947
argic	0	0.00330033
argic	1	0.00328947
argic	2	0.144737
argic	3	0.00328947
armed	0	0.00330033
armed	1	0.00328947
armed	2	0.0625
armed	3	0.00328947
armenia	0	0.00330033
armenia	1	0.00328947
armenia	2	0.167763
armenia	3	0.00328947
armenian	0	0.00330033
armenian	1	0.00328947
armenian	2	0.164474
armenian	3	0.00328947
armenians	0	0.00330033
armenians	1	0.00328947
armenians	2	0.141447
armenians	3	0.00328947
arms	0	0.00660066
arms	1	0.00328947
arms	2	0.0789474
arms	3	0.00328947
army	0	0.00330033
army	1	0.00657895
army	2	0.138158
army	3	0.0131579
array	0	0.00330033
array	1	0.0131579
array	2	0.00328947
array	3	0.0328947
arrays	0	0.00330033
arrays	1	0.00657895
arrays	2	0.00328947
arrays	3	0.0328947
astronomy	0	0.00330033
astronomy	1	0.00657895
astronomy	2	0.0197368
astronomy	3	0.0756579
atmosphere	0	0.00330033
atmosphere	1	0.00328947
atmosphere	2	0.00328947
atmosphere	3	0.0592105
atrocities	0	0.00330033
atrocities	1	0.00328947
atrocities	2	0.0625
atrocities	3	0.00328947
attack	0	0.00330033
attack	1	0.00328947
attack	2	0.108553
attack	3	0.0131579
attacked	0	0.00330033
attacked	1	0.00328947
attacked	2	0.0657895
attacked	3	0.00328947
attacking	0	0.00330033
attacking	1	0.00328947
attacking	2	0.0460526
attacking	3	0.00328947
attacks	0	0.00330033
attacks	1	0.00328947
attacks	2	0.0921053
attacks	3	0.00328947
attempt	0	0.0132013
attempt	1	0.0197368
attempt	2	0.0953947
attempt	3	0.0197368
attempts	0	0.00660066
attempts	1	0.00328947
attempts	2	0.0328947
attempts	3	0.00986842
australia	0	0.00330033
australia	1	0.0394737
australia	2	0.00328947
australia	3	0.0164474
authorities	0	0.00660066
authorities	1	0.00328947
authorities	2	0.0328947
authorities	3	0.00657895
authority	0	0.00330033
authority	1	0.00328947
authority	2	0.0361842
authority	3	0.00657895
average	0	0.0891089
average	1	0.0131579
average	2	0.0197368
average	3	0.0164474
azerbaijan	0	0.00330033
azerbaijan	1	0.00328947
azerbaijan	2	0.0493421
azerbaijan	3	0.00328947
azeri	0	0.00330033
azeri	1	0.00328947
azeri	2	0.0427632
azeri	3	0.00328947
baalke	0	0.00330033
baalke	1	0.00328947
baalke	2	0.00328947
baalke	3	0.0361842
ball	0	0.125413
ball	1	0.00986842
ball	2	0.00657895
ball	3	0.00657895
baltimore	0	0.0462046
baltimore	1	0.00328947
baltimore	2	0.0131579
baltimore	3	0.00986842
bank	0	0.00330033
bank	1	0.0131579
bank	2	0.0657895
bank	3	0.00986842
barlow	0	0.00330033
barlow	1	0.00328947
barlow	2	0.0559211
barlow	3	0.00328947
barry	0	0.0462046
barry	1	0.00328947
barry	2	0.00657895
barry	3	0.00657895
baseball	0	0.264026
baseball	1	0.00328947
baseball	2	0.00328947
baseball	3	0.00657895
bases	0	0.0627063
bases	1	0.00657895
bases	2	0.0131579
bases	3	0.0131579
batter	0	0.0330033
batter	1	0.00328947
batter	2	0.00328947
batter	3	0.00328947
batters	0	0.049505
batters	1	0.00328947
batters	2	0.00328947
batters	3	0.00328947
batting	0	0.0990099
batting	1	0.00328947
batting	2	0.00328947
batting	3	0.00328947
beam	0	0.00330033
beam	1	0.00657895
beam	2	0.00328947
beam	3	0.0361842
became	0	0.00330033
became	1	0.00657895
became	2	0.0328947
became	3	0.00986842
began	0	0.0165017
began	1	0.00657895
began	2	0.0526316
began	3	0.00657895
believed	0	0.00990099
believed	1	0.00328947
believed	2	0.0427632
believed	3	0.00657895
berkeley	0	0.00330033
berkeley	1	0.00986842
berkeley	2	0.0328947
berkeley	3	0.00986842
beyer	0	0.00330033
beyer	1	0.00328947
beyer	2	0.0559211
beyer	3	0.00328947
biased	0	0.0165017
biased	1	0.00328947
biased	2	0.0361842
biased	3	0.00328947
biden	0	0.00330033
biden	1	0.00328947
biden	2	0.0328947
biden	3	0.00328947
bigotry	0	0.00330033
bigotry	1	0.00328947
bigotry	2	0.0493421
bigotry	3	0.00328947
billboard	0	0.00330033
billboard	1	0.00328947
billboard	2	0.00328947
billboard	3	0.0526316
billion	0	0.00330033
billion	1	0.00328947
billion	2	0.0164474
billion	3	0.0493421
bitnet	0	0.00330033
bitnet	1	0.00986842
bitnet	2	0.00657895
bitnet	3	0.0296053
bits	0	0.00330033
bits	1	0.0625
bits	2	0.00657895
bits	3	0.00657895
blame	0	0.0165017
blame	1	0.00328947
blame	2	0.0427632
blame	3	0.00986842
blood	0	0.00990099
blood	1	0.00328947
blood	2	0.0625
blood	3	0.00328947
bodies	0	0.00330033
bodies	1	0.00986842
bodies	2	0.0427632
bodies	3	0.0197368
boggs	0	0.0363036
boggs	1	0.00328947
boggs	2	0.00328947
boggs	3	0.00328947
bomb	0	0.00660066
bomb	1	0.00328947
bomb	2	0.0361842
bomb	3	0.0131579
bombing	0	0.00330033
bombing	1	0.00328947
bombing	2	0.0427632
bombing	3	0.00328947
bonds	0	0.0627063
bonds	1	0.00986842
bonds	2	0.00328947
bonds	3	0.00328947
border	0	0.00330033
border	1	0.00328947
border	2	0.0756579
border	3	0.00657895
borders	0	0.00330033
borders	1	0.00328947
borders	2	0.0460526
borders	3	0.00328947
born	0	0.00330033
born	1	0.00328947
born	2	0.0526316
born	3	0.00986842
bosnia	0	0.00330033
bosnia	1	0.00328947
bosnia	2	0.0690789
bosnia	3	0.00328947
bosnian	0	0.00330033
bosnian	1	0.00328947
bosnian	2	0.0690789
bosnian	3	0.00328947
bosnians	0	0.00330033
bosnians	1	0.00328947
bosnians	2	0.0328947
bosnians	3	0.00328947
boston	0	0.0660066
boston	1	0.00986842
boston	2	0.0263158
boston	3	0.00986842
brad	0	0.00330033
brad	1	0.00328947
brad	2	0.0361842
brad	3	0.00328947
braves	0	0.0990099
braves	1	0.00328947
braves	2	0.00328947
braves	3	0.00328947
brian	0	0.0594059
brian	1	0.0197368
brian	2	0.00657895
brian	3	0.0131579
bright	0	0.019802
bright	1	0.00657895
bright	2	0.00328947
bright	3	0.0361842
britain	0	0.00330033
britain	1	0.00328947
britain	2	0.0361842
britain	3	0.00328947
british	0	0.00330033
british	1	0.00328947
british	2	0.0789474
british	3	0.0197368
brothers	0	0.00660066
brothers	1	0.00657895
brothers	2	0.0328947
brothers	3	0.00328947
budget	0	0.00330033
budget	1	0.0131579
budget	2	0.0559211
budget	3	0.0394737
buffer	0	0.00330033
buffer	1	0.0361842
buffer	2	0.0230263
buffer	3	0.00328947
build	0	0.00660066
build	1	0.0197368
build	2	0.0164474
build	3	0.0625
bullpen	0	0.0330033
bullpen	1	0.00328947
bullpen	2	0.00328947
bullpen	3	0.00328947
burn	0	0.00330033
burn	1	0.00328947
burn	2	0.0263158
burn	3	0.0263158
burned	0	0.00330033
burned	1	0.00328947
burned	2	0.0328947
burned	3	0.00657895
bursts	0	0.00330033
bursts	1	0.00328947
bursts	2	0.00328947
bursts	3	0.0361842
bush	0	0.00660066
bush	1	0.00328947
bush	2	0.0559211
bush	3	0.00657895
calling	0	0.0363036
calling	1	0.00657895
calling	2	0.0953947
calling	3	0.00986842
cambridge	0	0.00330033
cambridge	1	0.00986842
cambridge	2	0.0986842
cambridge	3	0.00328947
camps	0	0.00660066
camps	1	0.00328947
camps	2	0.0427632
camps	3	0.00657895
card	0	0.0264026
card	1	0.0789474
card	2	0.0164474
card	3	0.00328947
cardinals	0	0.0429043
cardinals	1	0.00328947
cardinals	2	0.00328947
cardinals	3	0.00328947
career	0	0.0792079
career	1	0.00657895
career	2	0.00657895
career	3	0.00657895
carried	0	0.00330033
carried	1	0.00328947
carried	2	0.0493421
carried	3	0.0296053
carter	0	0.0363036
carter	1	0.00328947
carter	2	0.0526316
carter	3	0.00986842
catch	0	0.0363036
catch	1	0.00328947
catch	2	0.0131579
catch	3	0.00657895
catcher	0	0.0462046
catcher	1	0.00328947
catcher	2	0.00328947
catcher	3	0.00328947
caucasus	0	0.00330033
caucasus	1	0.00328947
caucasus	2	0.0328947
caucasus	3	0.00328947
center	0	0.0231023
center	1	0.0592105
center	2	0.213816
center	3	0.0460526
century	0	0.0132013
century	1	0.00328947
century	2	0.0493421
century	3	0.0230263
chance	0	0.0792079
chance	1	0.00328947
chance	2	0.0427632
chance	3	0.0296053
character	0	0.00330033
character	1	0.00657895
character	2	0.0328947
character	3	0.00328947
charges	0	0.00330033
charges	1	0.00328947
charges	2	0.0230263
charges	3	0.0131579
cheaper	0	0.00330033
cheaper	1	0.00986842
cheaper	2	0.00328947
cheaper	3	0.0427632
children	0	0.00660066
children	1	0.00328947
children	2	0.138158
children	3	0.0230263
chose	0	0.00660066
chose	1	0.00328947
chose	2	0.0296053
chose	3	0.00986842
christian	0	0.00330033
christian	1	0.00657895
christian	2	0.0427632
christian	3	0.00657895
christians	0	0.00330033
christians	1	0.00328947
christians	2	0.0394737
christians	3	0.00328947
church	0	0.00330033
church	1	0.00328947
church	2	0.0263158
church	3	0.00986842
circumstances	0	0.00660066
circumstances	1	0.00657895
circumstances	2	0.0263158
circumstances	3	0.00328947
cities	0	0.00330033
cities	1	0.00328947
cities	2	0.0328947
cities	3	0.00986842
citizens	0	0.00330033
citizens	1	0.00657895
citizens	2	0.111842
citizens	3	0.00986842
citizenship	0	0.00330033
citizenship	1	0.00328947
citizenship	2	0.0361842
citizenship	3	0.00328947
civil	0	0.00330033
civil	1	0.00328947
civil	2	0.0921053
civil	3	0.0164474
civilian	0	0.00330033
civilian	1	0.00328947
civilian	2	0.0625
civilian	3	0.0164474
civilians	0	0.00330033
civilians	1	0.00328947
civilians	2	0.0921053
civilians	3	0.00328947
civilized	0	0.00330033
civilized	1	0.00328947
civilized	2	0.0394737
civilized	3	0.00328947
claim	0	0.0231023
claim	1	0.0197368
claim	2	0.0986842
claim	3	0.0197368
claims	0	0.00330033
claims	1	0.0131579
claims	2	0.0756579
claims	3	0.0263158
cleansing	0	0.00330033
cleansing	1	0.00328947
cleansing	2	0.0526316
cleansing	3	0.00328947
clearly	0	0.0264026
clearly	1	0.00657895
clearly	2	0.0789474
clearly	3	0.00986842
clemens	0	0.0363036
clemens	1	0.00328947
clemens	2	0.00328947
clemens	3	0.00328947
cleveland	0	0.039604
cleveland	1	0.00328947
cleveland	2	0.00986842
cleveland	3	0.00986842
clinton	0	0.00330033
clinton	1	0.00328947
clinton	2	0.0263158
clinton	3	0.00986842
clip	0	0.00660066
clip	1	0.0296053
clip	2	0.00328947
clip	3	0.00986842
clock	0	0.0165017
clock	1	0.0197368
clock	2	0.0592105
clock	3	0.00328947
closed	0	0.0132013
closed	1	0.0164474
closed	2	0.134868
closed	3	0.0230263
cloud	0	0.00330033
cloud	1	0.00328947
cloud	2	0.00657895
cloud	3	0.0296053
club	0	0.0330033
club	1	0.00657895
club	2	0.0164474
club	3	0.00328947
coach	0	0.0363036
coach	1	0.00328947
coach	2	0.00328947
coach	3	0.00328947
code	0	0.00330033
code	1	0.101974
code	2	0.00986842
code	3	0.0230263
collaboration	0	0.00330033
collaboration	1	0.00328947
collaboration	2	0.0427632
collaboration	3	0.00328947
collision	0	0.00330033
collision	1	0.00328947
collision	2	0.00328947
collision	3	0.0361842
color	0	0.00660066
color	1	0.105263
color	2	0.00986842
color	3	0.00328947
colors	0	0.00990099
colors	1	0.0855263
colors	2	0.00328947
colors	3	0.00328947
colour	0	0.00330033
colour	1	0.0394737
colour	2	0.00657895
colour	3	0.00328947
commercial	0	0.00330033
commercial	1	0.0394737
commercial	2	0.00986842
commercial	3	0.0460526
committed	0	0.00660066
committed	1	0.00657895
committed	2	0.0822368
committed	3	0.00657895
communities	0	0.00330033
communities	1	0.00328947
communities	2	0.0427632
communities	3	0.00986842
community	0	0.00330033
community	1	0.0197368
community	2	0.0625
community	3	0.0263158
companies	0	0.00330033
companies	1	0.0263158
companies	2	0.00328947
companies	3	0.0427632
compgraphics	0	0.00330033
compgraphics	1	0.0460526
compgraphics	2	0.00328947
compgraphics	3	0.00328947
complicated	0	0.00330033
complicated	1	0.0361842
complicated	2	0.00986842
complicated	3	0.0131579
compression	0	0.00330033
compression	1	0.0296053
compression	2	0.00328947
compression	3	0.00657895
computing	0	0.00330033
computing	1	0.0427632
computing	2	0.00328947
computing	3	0.0164474
concerned	0	0.019802
concerned	1	0.00328947
concerned	2	0.0526316
concerned	3	0.0131579
concessions	0	0.00660066
concessions	1	0.00328947
concessions	2	0.0296053
concessions	3	0.00328947
condemening	0	0.00330033
condemening	1	0.00328947
condemening	2	0.0361842
condemening	3	0.00328947
conditions	0	0.00660066
conditions	1	0.00328947
conditions	2	0.0657895
conditions	3	0.0197368
confirm	0	0.00330033
confirm	1	0.00328947
confirm	2	0.00986842
confirm	3	0.0263158
conflict	0	0.00330033
conflict	1	0.00657895
conflict	2	0.0723684
conflict	3	0.00328947
congress	0	0.00330033
congress	1	0.00986842
congress	2	0.0888158
congress	3	0.0296053
continue	0	0.00990099
continue	1	0.00986842
continue	2	0.0756579
continue	3	0.00657895
continued	0	0.00660066
continued	1	0.00328947
continued	2	0.0493421
continued	3	0.00657895
conversion	0	0.00330033
conversion	1	0.0394737
conversion	2	0.00657895
conversion	3	0.00657895
convert	0	0.0132013
convert	1	0.0888158
convert	2	0.00986842
convert	3	0.0131579
convince	0	0.00660066
convince	1	0.00328947
convince	2	0.0296053
convince	3	0.00328947
cook	0	0.00330033
cook	1	0.00657895
cook	2	0.00657895
cook	3	0.0263158
cooperation	0	0.00330033
cooperation	1	0.00986842
cooperation	2	0.0427632
cooperation	3	0.0230263
cosmological	0	0.00330033
cosmological	1	0.00328947
cosmological	2	0.00328947
cosmological	3	0.0328947
cost	0	0.00660066
cost	1	0.0230263
cost	2	0.00986842
cost	3	0.134868
costs	0	0.00330033
costs	1	0.0230263
costs	2	0.00328947
costs	3	0.0723684
council	0	0.00330033
council	1	0.00657895
council	2	0.0394737
council	3	0.00657895
countries	0	0.00660066
countries	1	0.00657895
countries	2	0.115132
countries	3	0.0296053
country	0	0.0132013
country	1	0.00657895
country	2	0.144737
country	3	0.0296053
courts	0	0.00330033
courts	1	0.00328947
courts	2	0.0361842
courts	3	0.00328947
cprigcapcorg	0	0.00330033
cprigcapcorg	1	0.00328947
cprigcapcorg	2	0.0855263
cprigcapcorg	3	0.00328947
crime	0	0.00330033
crime	1	0.00328947
crime	2	0.0427632
crime	3	0.00986842
crimes	0	0.00330033
crimes	1	0.00328947
crimes	2	0.0592105
crimes	3	0.00328947
criminal	0	0.00660066
criminal	1	0.00328947
criminal	2	0.0394737
criminal	3	0.00328947
croats	0	0.00330033
croats	1	0.00328947
croats	2	0.0328947
croats	3	0.00328947
cubs	0	0.0462046
cubs	1	0.00328947
cubs	2	0.00328947
cubs	3	0.00328947
cultural	0	0.00330033
cultural	1	0.00328947
cultural	2	0.0328947
cultural	3	0.00657895
culture	0	0.00330033
culture	1	0.00986842
culture	2	0.0493421
culture	3	0.0164474
daily	0	0.00990099
daily	1	0.00986842
daily	2	0.0427632
daily	3	0.00657895
dale	0	0.049505
dale	1	0.00657895
dale	2	0.00328947
dale	3	0.00328947
damage	0	0.00990099
damage	1	0.00328947
damage	2	0.00657895
damage	3	0.0296053
danny	0	0.0165017
danny	1	0.00328947
danny	2	0.0328947
danny	3	0.00328947
dark	0	0.00330033
dark	1	0.00986842
dark	2	0.0131579
dark	3	0.0493421
dave	0	0.0990099
dave	1	0.0230263
dave	2	0.0164474
dave	3	0.00986842
davidian	0	0.00330033
davidian	1	0.00328947
davidian	2	0.0723684
davidian	3	0.00328947
davidsson	0	0.00330033
davidsson	1	0.00328947
davidsson	2	0.0427632
davidsson	3	0.00328947
dead	0	0.0264026
dead	1	0.00986842
dead	2	0.0822368
dead	3	0.00986842
death	0	0.0132013
death	1	0.0131579
death	2	0.0921053
death	3	0.00986842
deaths	0	0.00330033
deaths	1	0.00328947
deaths	2	0.0427632
deaths	3	0.00328947
debate	0	0.00660066
debate	1	0.00328947
debate	2	0.0394737
debate	3	0.0131579
december	0	0.00330033
december	1	0.0131579
december	2	0.0427632
december	3	0.00986842
decision	0	0.00990099
decision	1	0.00657895
decision	2	0.0394737
decision	3	0.00328947
defensive	0	0.0429043
defensive	1	0.00328947
defensive	2	0.00328947
defensive	3	0.00328947
definition	0	0.019802
definition	1	0.00657895
definition	2	0.0328947
definition	3	0.00328947
degrees	0	0.00660066
degrees	1	0.00328947
degrees	2	0.00328947
degrees	3	0.0328947
delta	0	0.00330033
delta	1	0.00657895
delta	2	0.00328947
delta	3	0.0328947
demand	0	0.00330033
demand	1	0.00657895
demand	2	0.0427632
demand	3	0.0131579
democracy	0	0.00330033
democracy	1	0.00328947
democracy	2	0.0493421
democracy	3	0.00986842
democratic	0	0.00330033
democratic	1	0.00328947
democratic	2	0.0394737
democratic	3	0.00328947
denied	0	0.00330033
denied	1	0.00328947
denied	2	0.0328947
denied	3	0.00328947
denies	0	0.00330033
denies	1	0.00328947
denies	2	0.0328947
denies	3	0.00328947
dennis	0	0.019802
dennis	1	0.00328947
dennis	2	0.00328947
dennis	3	0.0230263
deny	0	0.00990099
deny	1	0.00328947
deny	2	0.0263158
deny	3	0.00328947
denying	0	0.00660066
denying	1	0.00328947
denying	2	0.0328947
denying	3	0.00328947
deployed	0	0.00330033
deployed	1	0.00328947
deployed	2	0.00657895
deployed	3	0.0328947
design	0	0.00330033
design	1	0.0263158
design	2	0.00986842
design	3	0.0657895
desire	0	0.00330033
desire	1	0.00328947
desire	2	0.0263158
desire	3	0.0164474
destroy	0	0.00330033
destroy	1	0.00328947
destroy	2	0.0361842
destroy	3	0.00328947
destroyed	0	0.00330033
destroyed	1	0.00328947
destroyed	2	0.0526316
destroyed	3	0.00328947
destruction	0	0.00330033
destruction	1	0.00328947
destruction	2	0.0460526
destruction	3	0.0131579
detroit	0	0.0264026
detroit	1	0.00657895
detroit	2	0.00328947
detroit	3	0.00657895
developed	0	0.00660066
developed	1	0.0131579
developed	2	0.0131579
developed	3	0.0526316
device	0	0.00330033
device	1	0.0197368
device	2	0.00328947
device	3	0.0230263
dick	0	0.00990099
dick	1	0.00328947
dick	2	0.00328947
dick	3	0.0328947
dictionary	0	0.00330033
dictionary	1	0.00328947
dictionary	2	0.0230263
dictionary	3	0.0131579
died	0	0.00990099
died	1	0.00328947
died	2	0.0493421
died	3	0.00328947
digital	0	0.00330033
digital	1	0.0361842
digital	2	0.00328947
digital	3	0.00657895
diplomatic	0	0.00330033
diplomatic	1	0.00328947
diplomatic	2	0.0328947
diplomatic	3	0.00328947
directory	0	0.00330033
directory	1	0.0592105
directory	2	0.00657895
directory	3	0.00986842
disk	0	0.00330033
disk	1	0.0361842
disk	2	0.00328947
disk	3	0.0164474
display	0	0.00330033
display	1	0.0756579
display	2	0.0131579
display	3	0.00657895
disregard	0	0.00660066
disregard	1	0.00328947
disregard	2	0.0296053
disregard	3	0.00328947
distinction	0	0.00330033
distinction	1	0.00328947
distinction	2	0.0296053
distinction	3	0.00657895
distributed	0	0.00330033
distributed	1	0.0263158
distributed	2	0.00328947
distributed	3	0.0197368
documentation	0	0.00330033
documentation	1	0.0296053
documentation	2	0.00986842
documentation	3	0.00657895
documents	0	0.00330033
documents	1	0.00986842
documents	2	0.0657895
documents	3	0.00986842
dodgers	0	0.0528053
dodgers	1	0.00328947
dodgers	2	0.00328947
dodgers	3	0.00328947
door	0	0.00660066
door	1	0.00328947
door	2	0.0361842
door	3	0.0197368
doors	0	0.00330033
doors	1	0.0131579
doors	2	0.0230263
doors	3	0.00328947
doug	0	0.029703
doug	1	0.00986842
doug	2	0.00328947
doug	3	0.0427632
driver	0	0.00330033
driver	1	0.0460526
driver	2	0.00986842
driver	3	0.00657895
drivers	0	0.00330033
drivers	1	0.0296053
drivers	2	0.00986842
drivers	3	0.00328947
drugs	0	0.00330033
drugs	1	0.00657895
drugs	2	0.0592105
drugs	3	0.00328947
dunn	0	0.00330033
dunn	1	0.00328947
dunn	2	0.0164474
dunn	3	0.0328947
duration	0	0.00990099
duration	1	0.00328947
duration	2	0.00328947
duration	3	0.0263158
during	0	0.0660066
during	1	0.0164474
during	2	0.230263
during	3	0.0921053
earth	0	0.0132013
earth	1	0.0230263
earth	2	0.0427632
earth	3	0.1875
earths	0	0.00330033
earths	1	0.00328947
earths	2	0.00328947
earths	3	0.0394737
east	0	0.0528053
east	1	0.0164474
east	2	0.108553
east	3	0.0164474
eastern	0	0.00660066
eastern	1	0.00657895
eastern	2	0.0625
eastern	3	0.00986842
economic	0	0.00330033
economic	1	0.00657895
economic	2	0.0427632
economic	3	0.0164474
edward	0	0.049505
edward	1	0.00657895
edward	2	0.0361842
edward	3	0.00328947
efforts	0	0.00660066
efforts	1	0.00657895
efforts	2	0.0427632
efforts	3	0.0197368
egypt	0	0.00330033
egypt	1	0.00328947
egypt	2	0.0394737
egypt	3	0.00328947
elected	0	0.00330033
elected	1	0.00328947
elected	2	0.0328947
elected	3	0.00657895
elements	0	0.00330033
elements	1	0.00657895
elements	2	0.0164474
elements	3	0.0394737
elias	0	0.00990099
elias	1	0.00328947
elias	2	0.0690789
elias	3	0.00328947
empire	0	0.00330033
empire	1	0.00328947
empire	2	0.0559211
empire	3	0.00657895
employer	0	0.00990099
employer	1	0.0131579
employer	2	0.0756579
employer	3	0.0164474
enemy	0	0.00330033
enemy	1	0.00328947
